rank,priority_score,provider,normalized_id,doi,openalex_id,arxiv_id,s2_paper_id,external_id_sample,citing_paper_count,high_value_categories,evidence_gap_reasons,top_citing_papers,top_citing_titles,provider_backfill_strategy,claim_scope,evidence_grade,uncertainty_reasons_json
1078,1028.0,openalex,W2963585947,,W2963585947,,,W2963585947,10,branch_split_driver;cluster_representative;main_path_node;resolution_evidence;top_keystone,branch_split_driver;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6JPF4N64BP3S23P45XV68K;01KS6HN0J5P5JNNKABQVE67F5Q;01KS6J8K6FAH1HYBSGF7ZZQEH8;01KRCY62FGV453YHXK04JVB5X2;01KS6TY9FZX1FD3ZG2NJV2MQN9;01KS6J45Q53Z770HZTMVHPPKCS;01KS6V4VMVTQCYET7BT4DN3T3Z,"Topological Photonics;Tutorial: synthetic frequency dimensions in dynamically modulated ring resonators;Three dimensional photonic Dirac points in metamaterials;Topological Classification of Non-Hermitian Hamiltonians;Exceptional topology on nonorientable manifolds;Topological photonic crystals: physics, designs and applications;Alice string in Non-Hermitian Systems;A brief review of topological photonics in one, two, and three dimensions","Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1079,1028.0,openalex,W3102993995,,W3102993995,,,W3102993995,10,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;resolution_evidence;top_keystone,branch_split_driver;limitation_evidence;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KSE92M4P6TWE71C8YX6Y17DH;01KS6SS3X60B3WN8Z8CNZY55RH;01KS6VD17Q1HK6GPWCFHG5ZS2J;01KRCY9R48TKQ4TYNV1NZKFRHV;01KS6V4QQC76DKT75X5DZC2MEY;01KS6V2650B52X0MR04J1PMRHZ;01KS6TY5KBZ4ADE70EAPM50HHW,Topological Photonics;Nonlinear non-Hermitian higher-order topological laser;Dynamical nonlinear higher-order non-Hermitian skin effects and topological trap-skin phase;Probing topology in nonlinear topological materials using numerical $K$-theory;Programmable high-dimensional Hamiltonian in a photonic waveguide array;An operator-based approach to topological photonics;Topology with memory in nonlinear driven-dissipative photonic lattices;Chiral edge soliton in nonlinear Chern systems,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1080,1028.0,openalex,W3104394293,,W3104394293,,,W3104394293,10,branch_split_driver;cluster_representative;main_path_node;resolution_evidence;top_keystone,branch_split_driver;main_path_node;resolution_evidence,01KS6HSZ663Y6AT8FV8864P9M6;01KS6HMG02SHXFZFPRM5AXSBJK;01KS6TY9FZX1FD3ZG2NJV2MQN9;01KS6HG6SF3NX5GM5ZVH8S669C;01KS6JAKP6P3R61XCXNGVJP2A0;01KS6V2J8CHTNWV40C8JWZVRHW;01KS6V2G07T91W5FBTMPPTCPZH;01KS6JM01BB5MXN2G03JKHZ3PG,"Topological Photonics;Observation of Photonic Topological Valley-Hall Edge States;Topological photonic crystals: physics, designs and applications;Visualization of unidirectional optical waveguide using topological photonic crystals made of dielectric material;Lasing from complete set of topological states in two dimensional photonic crystal structure;Dark topological valley Hall edge solitons;Topological bulk solitons in a nonlinear photonic Chern insulator;Optically reconfigurable quantum spin-valley Hall effect of light in coupled nonlinear ring resonator lattice","Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1081,1028.0,openalex,W3123129621,,W3123129621,,,W3123129621,10,branch_split_driver;cluster_representative;main_path_node,branch_split_driver;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6J22ZAAGM0XN79MCQZ8984;01KS6V720B6NMEDHXGSC7RC284;01KS6J8K6FAH1HYBSGF7ZZQEH8;01KS6JHE6XS5W2PW9R5CD4PBSB;01KS6V6EHAY8EY1J0NDV7YPKZA;01KS6J7JSSJJM03HG1C3JBR8Z3;01KS6VEVJ2XQQBZ3W2E5R79HB6,Topological Photonics;New topological invariants in non-Hermitian systems;Non-Hermitian Photonic Lattices: tutorial;Topological Classification of Non-Hermitian Hamiltonians;Simulating Exceptional Non-Hermitian Metals with Single-Photon Interferometry;Fermi arc reconstruction in synthetic photonic lattice;Observation of non-Abelian nodal links in photonics;Tailoring higher-order van Hove singularities in non-Hermitian interface systems via Floquet engineering,"Fetch the OpenAlex Work by W ID, add its provider IDs and references, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1082,1027.7735,doi,10.1364/opex.13.000245,10.1364/opex.13.000245,,,,10.1364/OPEX.13.000245,8,branch_split_driver;main_path_node;resolution_evidence;top_keystone;topic;topic_gap,branch_split_driver;main_path_node;resolution_evidence;topic_gap:photonic crystal cavity:key_turning_paper_stale_parser_contract;topic_gap:photonic crystal cavity:missing_bottleneck_section_evidence:mode volume;topic_gap_bottleneck_evidence;topic_gap_key_turning_section;topic_gap_queue,01KS5KVWY6VAA6HXWFJV2SXZ48;01KS6HHC5B80RAD1DY57MTZJA6;01KS6FCQ1TGNFPEPFPBKG0FHM7;01KS6JDYR5JYM7XVN6Y93QJ3J7;01KS6HG7HFPZP80FF8NKB97AFG;01KS6GG0VY56XCJETDK03MPKHM;01KS6HD9G1ZVC9YHPVPBK4V9QK;01KS6JMQKSH78R9DQWXMG6F5TC,Hybrid photonic crystal cavity and waveguide for coupling to diamond NV-centers;A fiber-coupled diamond quantum nanophotonic interface;High Quality factor photonic crystal nanobeam cavities;Free-standing silicon nitride nanobeams with efficient fiber-chip interface for cavity QED;Efficient fiber-coupled single-photon source based on quantum dots in a photonic-crystal waveguide;First-principles method for high-$Q$ photonic crystal cavity mode calculations;Strong optomechanical coupling in a slotted photonic crystal nanobeam cavity with an ultrahigh quality factor-to-mode volume ratio;Engineering the light coupling between metalens and photonic crystal resonators for robust on-chip microsystems,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1083,1027.7091,doi,10.1038/s41567-020-0922-9,10.1038/s41567-020-0922-9,,,,10.1038/s41567-020-0922-9,92,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;resolution_evidence;top_keystone,branch_split_driver;limitation_evidence;main_path_node;resolution_evidence,01KS6J98WVGDD9V1Q5N23519KH;01KS6JHS3VCCRC0RR4FCJPNP6P;01KS6V2DBTE8YG3J4133HY4VK9;01KS6JFBARHM65M3KTHSD1CN8F;01KS6V030PGKJ43JB10NQC0845;01KS6J3H4D8K5KRQXJKN6FD2BK;01KS6JB8C9E6CAV1SM9GVDXNN5;01KS6J6CAQM739AA532SZZ9XQQ,Exceptional Topology of Non-Hermitian Systems;Observation of arbitrary topological windings of a non-Hermitian band;Non-Hermitian skin effect and self-acceleration;Higher-order non-Hermitian skin effect;Self-healing of non-Hermitian topological skin modes;Non-Hermitian skin effect and chiral damping in open quantum systems;Non-Hermitian skin modes induced by on-site dissipations and chiral tunneling effect;Probing non-Hermitian Skin Effect and non-Bloch Phase Transitions,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1084,1027.5988,doi,10.1038/s41566-019-0358-x,10.1038/s41566-019-0358-x,,,,10.1038/S41566-019-0358-X,71,branch_split_driver;cluster_representative;future edge source;future edge target;future_endpoint;limitation_evidence;main_path_node;resolution_evidence;top_keystone;topic;topic_gap,branch_split_driver;future edge source;future edge target;future_endpoint;limitation_evidence;main_path_node;resolution_evidence;topic_gap:metalens:future_candidates_missing_claim_card;topic_gap:metasurface holography:future_candidates_missing_claim_card;topic_gap_claim_card_inputs,01KS6JAG0F75K83A2GANBQXPHF;01KS6JD3BF9K016W09Y0ZEMXXS;01KS5KJ2V6E3872FTXTJMBJTRP;01KS5KHSV5K2212QCDTAPTBR5Q;01KS6JMNHFA1Q2PPEDXDW273GQ;01KRCYNQZAFCR23D0ZQBQBTYPK;01KS6VFZ6RSTW2PGVH59087MC0;01KRCY4A2HQ3RMBF1VEQP7QATA,"Parallel convolution processing using an integrated photonic tensor core;High-yield wafer-scale fabrication of ultralow-loss, dispersion-engineered silicon nitride photonic circuits;Emerging material systems for integrated optical Kerr frequency combs;Ultralow-Noise Photonic Microwave Synthesis using a Soliton Microcomb-based Transfer Oscillator;Laser soliton microcombs on silicon;Self-sustained microcomb lasing in an integrated hybrid oscillator;Electrically empowered microcomb laser;Microring Resonator Dispersion Metrology with Neural Networks","Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1085,1026.9,doi,10.1364/ol.31.001011,10.1364/ol.31.001011,,,,10.1364/OL.31.001011,5,branch_split_driver;cluster_representative;future edge source;future edge target;future_endpoint;main_path_node;top_keystone;topic;topic_gap,branch_split_driver;future edge source;future edge target;future_endpoint;main_path_node;topic_gap:photonic crystal cavity:future_candidates_missing_claim_card;topic_gap:quantum light source:future_candidates_missing_claim_card;topic_gap_claim_card_inputs,01KS6G8NM22XMZXQP6ADT1BKTB;01KS5KVKTQN8340757FVRBX1B6;01KS5KHYK1FMR5FV9H5547JWN8;01KS5KJRP86FJDAWVQ5HFBRNXX;01KS6JPBRYF4TTTWVH3CCGFJ6B,"Generation of Ultrastable Microwaves via Optical Frequency Division;High-precision wavelength calibration of astronomical spectrographs with laser frequency combs;Visible nonlinear photonics via high-order-mode dispersion engineering;20 years of developments in optical frequency comb technology and applications;High-performance, compact optical standard","Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1086,1026.6735,doi,10.1103/physrevb.62.8212,10.1103/physrevb.62.8212,,,,10.1103/PHYSREVB.62.8212,8,cluster_representative;main_path_node;topic;topic_gap,main_path_node;topic_gap:photonic crystal cavity:key_turning_paper_stale_parser_contract;topic_gap:photonic crystal cavity:missing_bottleneck_section_evidence:mode volume;topic_gap_bottleneck_evidence;topic_gap_key_turning_section;topic_gap_queue,01KS5KVWY6VAA6HXWFJV2SXZ48;01KS6FM1X77KR9YGKZTW5P689W;01KS6FND0WJX331SYN113WN87M;01KS6FJP36PW49J861FE2PTBNS;01KS6FM1MKPPQPJDRZHNKQ7R7Q;01KRCY62RZA388YVC6WA04NJPG;01KS6HZ0YKTAWM5QZ7CQY2BHXP;01KS6H048QSQWWFBYTNW8Y3E2Z,Hybrid photonic crystal cavity and waveguide for coupling to diamond NV-centers;Optomechanics in an ultrahigh-Q slotted 2D photonic crystal cavity;Proposal for an Optomechanical Traveling Wave Phonon-Photon Translator;Design of Optomechanical Cavities and Waveguides on a Simultaneous Bandgap Phononic-Photonic Crystal Slab;Slowing and stopping light using an optomechanical crystal array;Self-Organized Optical Pathways in Optofluidic Photonic Crystals;Hybrid method of plane-wave and cylindrical-wave expansions for distributed Bragg-reflector pillars: formalism and its application to topological photonics;Theory and design of quantum light sources from quantum dots embedded in semiconductor-nanowire photonic crystal systems,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1087,1026.6235,doi,10.1038/451664a,10.1038/451664a,,,,10.1038/451664a,8,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;top_keystone,branch_split_driver;limitation_evidence;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6HNG77DJ5XYCC0DTM4Q2P2;01KS6HVWJB273RX299VQNCXC9E;01KS6HCGRGREZGPMQX9FCF2FG3;01KS6HDWDZNDHASRA8Y72JGR9M;01KS6H56V75TD9EAC5JWP8C294;01KS6HCSP7B2V68J5P33RSTMJ8;01KRCYNP5YNFKQZK8JPT613SVD,Topological Photonics;Microwave photonics with superconducting quantum circuits;Superconducting cavity electro-optics: a platform for coherent photon conversion between superconducting and photonic circuits;Quantum Simulation with Interacting Photons;Synthetic Dimensions with Magnetic Fields and Local Interactions in Photonic Lattices;Advances in Quantum Teleportation;Nonlinear and Quantum Optics with Whispering Gallery Resonators;Cavity Mediated Two-Qubit Gate: Tuning to Optimal Performance with NISQ Era Quantum Simulations,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
1088,1026.6235,doi,10.1038/ncomms7272,10.1038/ncomms7272,,,,10.1038/ncomms7272,8,branch_split_driver;cluster_representative;limitation_evidence;main_path_node;top_keystone,branch_split_driver;limitation_evidence;main_path_node,01KS6HSZ663Y6AT8FV8864P9M6;01KS6HA17PSVJTB3T8HZ0BJ1FY;01KS5KJQBQTN5EF5WYP6TXR8HQ;01KS6HA4GDY9N116T89PBNW2WP;01KS6V2G07T91W5FBTMPPTCPZH;01KS6V75JZ8NW5C3MZGE93QA18;01KS6HBGVAB802JYR1WEYH2XY2;01KS6J68SB2AFEDZSERM2F8JQC,Topological Photonics;Anomalous Topological Phases and Unpaired Dirac Cones in Photonic Floquet Topological Insulators;Observation of Edge Solitons in Photonic Graphene;Conical intersections for light and matter waves;Topological bulk solitons in a nonlinear photonic Chern insulator;Floquet topological insulators with hybrid edges;$\mathcal{PT}$ symmetry in a fractional Schrödinger equation;Topological photonic integrated circuits based on valley kink states,"Resolve DOI through Crossref/OpenAlex, insert the canonical work, then rerun exact reference relinking.",evidence_frontfill_task,missing_local_cited_work,"[""cited work is referenced by high-value local papers but is missing from the local corpus"", ""backfill target is an evidence acquisition task, not a scientific conclusion"", ""exact provider ID still needs metadata ingestion before it can support citation evolution claims""]"
